Well	Cycle	BLUE	GREEN	YELLOW	RED
A10	8	-5972	-4548	-3385	-3468
A11	8	-5240	-4089	-3201	-3317
A12	8	-5475	-4217	-3222	-3317
B1	8	-5394	-4113	-1448	-2211
B2	8	-6187	-4385	2132	50
B3	8	-5470	-4114	-1150	-1913
B4	8	-5310	-4053	-3022	-3041
B5	8	-5436	-4134	-754	-1646
B6	8	-4919	-3719	3013	703
B7	8	-4638	-3556	-523	-1335
B8	8	-5430	-4254	-3320	-3446
B9	8	-4598	-3693	-2815	-2881
B10	8	-3683	-3052	-2339	-2405
B11	8	-3431	-3056	-2509	-2789
B12	8	-4647	-3834	-2888	-2793
C1	8	-4542	-3555	-1202	-1853
C2	8	-5078	-3791	73	-1112
C3	8	-4281	-3338	-944	-1571
C4	8	-5477	-4286	-3422	-3494
C5	8	-4185	-3222	-798	-1299
C6	8	-5651	-4303	-1723	-2476
C7	8	-5346	-4060	-1316	-2039
C8	8	-4887	-3987	-3132	-3266
C9	8	-4976	-3862	-2925	-2962
C10	8	-5251	-4067	-3192	-3253
C11	8	-4790	-3771	-2909	-2968
C12	8	-4013	-3396	-2647	-2693
D1	8	-4993	-3934	-2937	-3142
D2	8	-4237	-3430	-2419	-2530
D3	8	-5158	-4052	-3168	-3290
D4	8	-4245	-3496	-2743	-2897
D5	8	-4944	-3934	-3102	-3239
D6	8	-5192	-4146	-3267	-3357
D7	8	-3991	-3211	-2242	-2348
D8	8	993	-238	-437	-1042
D9	8	-4628	-3700	-2844	-2937
D10	8	-4559	-3635	-2831	-2916
D11	8	-4651	-3689	-2904	-2912
D12	8	-3737	-3081	-2434	-2557
E1	8	-4621	-3592	-1131	-1857
E2	8	-5038	-3916	-1237	-2040
E3	8	-4523	-3504	-1021	-1678
E4	8	-5078	-4005	-3061	-3170
E5	8	-2616	-2373	-59	-805
E6	8	-4382	-3382	-499	-1253
E7	8	-4822	-3746	-1173	-1854
E8	8	-4313	-3490	-2723	-2842
E9	8	-4381	-3440	-2541	-2573
E10	8	-2933	-2535	-1865	-1974
E11	8	-3531	-3035	-2442	-2622
E12	8	-4587	-3652	-2855	-2953
F1	8	-3171	-2391	1051	-141
F2	8	-5196	-3744	3435	900
F3	8	-4894	-3795	-379	-1367
F4	8	-1538	-1274	-567	886
F5	8	-5339	-4057	-1372	-2144
F6	8	-4814	-3555	1300	-215
F7	8	-5029	-3896	-998	-1820
F8	8	452	-186	17	-140
F9	8	-4174	-3388	-2632	-2734
F10	8	-2560	-2314	-1703	-1737
F11	8	-4334	-3482	-2688	-2700
F12	8	-1801	-1772	-1357	-1550
G1	8	-4069	-3266	-963	-1659
G2	8	-4311	-3377	-342	-1430
G3	8	-4312	-3376	-753	-1347
G4	8	-5447	-4278	-3304	-3364
G5	8	-4612	-3554	-1034	-1684
G6	8	-4386	-3342	194	-791
G7	8	-4628	-3573	-987	-1730
G8	8	-4944	-3970	-3145	-3275
G9	8	-6047	-4633	-3490	-3591
G10	8	-4950	-3871	-2916	-3009
G11	8	-5237	-4087	-3136	-3162
G12	8	-4714	-3745	-2914	-2970
H1	8	-2745	-2230	-1681	-1923
H2	8	-1380	-1321	-963	-1289
H3	8	-5270	-4063	-3117	-3168
H4	8	-4950	-3961	-3071	-3191
H5	8	4322	2842	2470	2105
H6	8	-3778	-3173	-2387	-2517
H7	8	-5140	-4000	-3007	-3051
H8	8	-4792	-3817	-2894	-2925
H9	8	-4350	-3486	-2680	-2759
H10	8	-4162	-3340	-2591	-2611
H11	8	-4762	-3778	-2966	-2724
H12	8	-2859	-2277	2148	726
A1	9	-4457	-3498	-1176	-1867
A2	9	-4701	-3601	-925	-1690
A3	9	-4334	-3416	-1178	-1647
A4	9	-5563	-4275	-3348	-3493
A5	9	-4707	-3693	-1172	-1856
A6	9	-4327	-3414	-731	-1384
A7	9	-3948	-3250	-865	-1329
A8	9	-3602	-3101	-2433	-2593
A9	9	-5420	-4190	-3184	-3166
A10	9	-5961	-4598	-3391	-3427
A11	9	-5205	-4083	-3185	-3293
A12	9	-5502	-4202	-3263	-3327
B1	9	-5364	-4117	-1442	-2171
B2	9	-6209	-4367	2131	84
B3	9	-5456	-4088	-1177	-1901
B4	9	-5279	-4035	-2974	-3036
B5	9	-5399	-4129	-706	-1666
B6	9	-4914	-3701	3072	729
B7	9	-4619	-3569	-483	-1322
B8	9	-5427	-4291	-3357	-3421
B9	9	-4580	-3689	-2777	-2844
B10	9	-3715	-3087	-2298	-2370
B11	9	-3441	-3037	-2526	-2793
B12	9	-4666	-3808	-2842	-2790
C1	9	-4591	-3559	-1226	-1882
C2	9	-5112	-3771	80	-1129
C3	9	-4335	-3398	-977	-1591
C4	9	-5472	-4304	-3390	-3472
C5	9	-4147	-3197	-742	-1248
C6	9	-5633	-4339	-1712	-2482
C7	9	-5371	-4056	-1336	-2032
C8	9	-4918	-3977	-3114	-3270
C9	9	-4959	-3903	-2949	-2962
C10	9	-5166	-4060	-3165	-3243
C11	9	-4784	-3719	-2929	-2921
C12	9	-4086	-3387	-2631	-2676
D1	9	-4938	-3882	-2927	-3086
D2	9	-4229	-3431	-2388	-2534
D3	9	-5127	-4027	-3187	-3278
D4	9	-4218	-3517	-2695	-2866
D5	9	-4880	-3916	-3057	-3179
D6	9	-5182	-4146	-3249	-3391
D7	9	-3946	-3137	-2233	-2318
D8	9	965	-220	-478	-1063
D9	9	-4585	-3698	-2851	-2899
D10	9	-4560	-3631	-2849	-2897
D11	9	-4652	-3673	-2860	-2894
D12	9	-3753	-3089	-2451	-2523
E1	9	-4632	-3592	-1075	-1805
E2	9	-5072	-3891	-1219	-2029
E3	9	-4540	-3478	-937	-1630
E4	9	-5092	-4022	-3097	-3198
E5	9	-2589	-2405	-68	-806
E6	9	-4395	-3384	-481	-1222
E7	9	-4859	-3735	-1217	-1856
E8	9	-4278	-3528	-2753	-2815
E9	9	-4366	-3465	-2560	-2567
E10	9	-2894	-2506	-1869	-1965
E11	9	-3515	-2985	-2426	-2637
E12	9	-4554	-3657	-2878	-2951
F1	9	-3216	-2412	1134	-118
F2	9	-5177	-3752	3496	959
F3	9	-4861	-3774	-355	-1322
F4	9	-1528	-1237	-571	902
F5	9	-5302	-4046	-1406	-2094
F6	9	-4803	-3563	1346	-199
F7	9	-4985	-3870	-1010	-1829
F8	9	474	-180	44	-111
F9	9	-4197	-3409	-2625	-2714
F10	9	-2533	-2294	-1714	-1722
F11	9	-4331	-3462	-2673	-2669
F12	9	-1794	-1702	-1405	-1505
G1	9	-4046	-3240	-966	-1664
G2	9	-4361	-3378	-348	-1418
G3	9	-4306	-3362	-754	-1429
G4	9	-5410	-4256	-3328	-3370
G5	9	-4624	-3562	-1071	-1659
G6	9	-4371	-3304	257	-846
G7	9	-4637	-3554	-1055	-1712
G8	9	-4994	-3994	-3151	-3247
G9	9	-6010	-4598	-3512	-3577
G10	9	-4917	-3896	-2897	-3001
G11	9	-5225	-4052	-3151	-3163
G12	9	-4704	-3706	-2910	-2933
H1	9	-2715	-2187	-1641	-1919
H2	9	-1372	-1329	-933	-1227
H3	9	-5252	-4022	-3136	-3137
H4	9	-4960	-3948	-3052	-3203
H5	9	4294	2825	2458	2114
H6	9	-3811	-3156	-2438	-2495
H7	9	-5137	-3999	-2950	-3035
H8	9	-4793	-3805	-2908	-2921
H9	9	-4346	-3501	-2686	-2785
H10	9	-4147	-3358	-2541	-2623
H11	9	-4769	-3774	-2936	-2708
H12	9	-2829	-2276	2130	763
A1	10	-4488	-3517	-1171	-1869
A2	10	-4704	-3632	-966	-1724
A3	10	-4326	-3397	-1199	-1625
A4	10	-5551	-4336	-3365	-3494
A5	10	-4704	-3696	-1207	-1852
A6	10	-4314	-3427	-743	-1400
A7	10	-3957	-3234	-832	-1347
A8	10	-3596	-3077	-2424	-2583
A9	10	-5420	-4140	-3169	-3133
A10	10	-5940	-4569	-3423	-3449
A11	10	-5219	-4105	-3218	-3275
A12	10	-5494	-4212	-3264	-3311
B1	10	-5386	-4143	-1435	-2212
B2	10	-6224	-4379	2165	80
B3	10	-5471	-4117	-1185	-1883
B4	10	-5251	-4009	-3032	-2991
B5	10	-5437	-4117	-678	-1609
B6	10	-4927	-3696	3048	712
B7	10	-4630	-3486	-491	-1369
B8	10	-5460	-4277	-3317	-3437
B9	10	-4603	-3687	-2787	-2863
B10	10	-3701	-3055	-2309	-2395
B11	10	-3455	-3050	-2488	-2817
B12	10	-4590	-3796	-2890	-2754
C1	10	-4573	-3585	-1211	-1888
C2	10	-5110	-3779	93	-1109
C3	10	-4318	-3365	-942	-1603
C4	10	-5435	-4264	-3384	-3471
C5	10	-4177	-3188	-796	-1263
C6	10	-5653	-4318	-1745	-2441
C7	10	-5436	-4056	-1363	-2041
C8	10	-4911	-3975	-3146	-3259
C9	10	-4980	-3845	-2923	-2956
C10	10	-5215	-4076	-3168	-3263
C11	10	-4788	-3733	-2916	-2959
C12	10	-4028	-3358	-2635	-2671
D1	10	-4976	-3884	-2925	-3151
D2	10	-4273	-3430	-2417	-2542
D3	10	-5145	-4013	-3191	-3275
D4	10	-4179	-3510	-2740	-2868
D5	10	-4858	-3883	-3076	-3188
D6	10	-5193	-4126	-3253	-3355
D7	10	-3997	-3201	-2220	-2284
D8	10	953	-252	-488	-1047
D9	10	-4621	-3686	-2892	-2909
D10	10	-4551	-3652	-2834	-2920
D11	10	-4637	-3651	-2807	-2925
D12	10	-3741	-3081	-2419	-2539
E1	10	-4647	-3602	-1110	-1837
E2	10	-5073	-3906	-1213	-2017
E3	10	-4562	-3482	-975	-1669
E4	10	-5047	-4036	-3070	-3212
E5	10	-2625	-2361	-53	-800
E6	10	-4376	-3339	-475	-1270
E7	10	-4841	-3711	-1205	-1870
E8	10	-4253	-3495	-2720	-2799
E9	10	-4356	-3466	-2583	-2575
E10	10	-2904	-2495	-1841	-1974
E11	10	-3500	-2988	-2405	-2588
E12	10	-4582	-3650	-2864	-2960
F1	10	-3155	-2353	1105	-97
F2	10	-5211	-3760	3483	970
F3	10	-4881	-3822	-357	-1350
F4	10	-1557	-1244	-558	838
F5	10	-5311	-4055	-1383	-2097
F6	10	-4798	-3573	1321	-192
F7	10	-5036	-3864	-989	-1828
F8	10	467	-180	36	-111
F9	10	-4209	-3427	-2665	-2701
F10	10	-2546	-2313	-1699	-1705
F11	10	-4328	-3485	-2652	-2684
F12	10	-1814	-1722	-1377	-1527
G1	10	-4089	-3266	-969	-1680
G2	10	-4322	-3300	-315	-1390
G3	10	-4299	-3400	-697	-1368
G4	10	-5441	-4246	-3318	-3385
G5	10	-4645	-3569	-1053	-1683
G6	10	-4371	-3337	222	-802
G7	10	-4617	-3587	-1017	-1714
G8	10	-4974	-3978	-3135	-3257
G9	10	-6060	-4611	-3528	-3548
G10	10	-4896	-3825	-2919	-2993
G11	10	-5231	-4041	-3158	-3144
G12	10	-4698	-3705	-2874	-2936
H1	10	-2767	-2237	-1693	-1939
H2	10	-1360	-1350	-968	-1238
H3	10	-5255	-4039	-3131	-3133
H4	10	-4957	-3937	-3078	-3223
H5	10	4313	2824	2437	2066
H6	10	-3779	-3124	-2413	-2491
H7	10	-5134	-3963	-3000	-3038
H8	10	-4791	-3801	-2921	-2915
H9	10	-4326	-3479	-2668	-2743
H10	10	-4177	-3364	-2569	-2604
H11	10	-4745	-3800	-2936	-2714
H12	10	-2875	-2279	2115	734
A1	11	-4467	-3486	-1172	-1894
A2	11	-4734	-3608	-902	-1693
A3	11	-4357	-3408	-1173	-1616
A4	11	-5582	-4287	-3361	-3527
A5	11	-4751	-3707	-1210	-1890
A6	11	-4342	-3387	-732	-1388
A7	11	-3914	-3236	-855	-1305
A8	11	-3603	-3046	-2396	-2577
A9	11	-5408	-4171	-3157	-3143
A10	11	-5981	-4551	-3393	-3460
A11	11	-5196	-4100	-3192	-3306
A12	11	-5481	-4207	-3230	-3317
B1	11	-5389	-4127	-1420	-2205
B2	11	-6203	-4397	2167	74
B3	11	-5454	-4100	-1129	-1840
B4	11	-5258	-4014	-2995	-2993
B5	11	-5437	-4152	-676	-1625
B6	11	-4905	-3715	3058	750
B7	11	-4622	-3535	-505	-1360
B8	11	-5434	-4283	-3336	-3434
B9	11	-4571	-3673	-2810	-2863
B10	11	-3670	-3065	-2281	-2374
B11	11	-3448	-3079	-2538	-2764
B12	11	-4619	-3801	-2853	-2758
C1	11	-4519	-3558	-1209	-1850
C2	11	-5108	-3770	108	-1098
C3	11	-4373	-3372	-935	-1581
C4	11	-5414	-4289	-3396	-3491
C5	11	-4185	-3177	-735	-1287
C6	11	-5643	-4307	-1749	-2479
C7	11	-5373	-4071	-1367	-2050
C8	11	-4908	-3912	-3125	-3269
C9	11	-4963	-3867	-2957	-2941
C10	11	-5188	-4068	-3186	-3234
C11	11	-4754	-3712	-2919	-2905
C12	11	-4002	-3354	-2663	-2660
D1	11	-4937	-3882	-2922	-3158
D2	11	-4260	-3391	-2403	-2523
D3	11	-5126	-4022	-3146	-3261
D4	11	-4215	-3467	-2741	-2871
D5	11	-4848	-3884	-3060	-3190
D6	11	-5191	-4131	-3245	-3364
D7	11	-3962	-3182	-2229	-2301
D8	11	982	-220	-441	-1042
D9	11	-4591	-3646	-2818	-2919
D10	11	-4542	-3637	-2818	-2887
D11	11	-4591	-3639	-2830	-2884
D12	11	-3723	-3105	-2424	-2510
E1	11	-4642	-3627	-1106	-1819
E2	11	-5102	-3920	-1218	-2028
E3	11	-4496	-3465	-885	-1598
E4	11	-5053	-4018	-3127	-3225
E5	11	-2583	-2388	-6	-805
E6	11	-4394	-3313	-464	-1263
E7	11	-4872	-3731	-1144	-1856
E8	11	-4265	-3478	-2733	-2820
E9	11	-4340	-3420	-2564	-2536
E10	11	-2883	-2508	-1834	-1985
E11	11	-3512	-2998	-2405	-2610
E12	11	-4554	-3623	-2827	-2940
F1	11	-3091	-2349	1154	-77
F2	11	-5209	-3777	3452	952
F3	11	-4869	-3754	-331	-1309
F4	11	-1564	-1269	-584	867
F5	11	-5310	-4068	-1418	-2127
F6	11	-4820	-3595	1330	-195
F7	11	-5029	-3888	-982	-1809
F8	11	480	-170	61	-102
F9	11	-4214	-3364	-2625	-2688
F10	11	-2554	-2306	-1699	-1715
F11	11	-4320	-3463	-2648	-2695
F12	11	-1792	-1699	-1357	-1542
G1	11	-4077	-3252	-1003	-1650
G2	11	-4357	-3351	-344	-1439
G3	11	-4314	-3404	-727	-1389
G4	11	-5423	-4206	-3299	-3398
G5	11	-4631	-3563	-1040	-1669
G6	11	-4371	-3329	233	-781
G7	11	-4642	-3592	-968	-1700
G8	11	-4961	-3930	-3177	-3259
G9	11	-6008	-4561	-3495	-3525
G10	11	-4910	-3822	-2910	-2976
G11	11	-5231	-4039	-3116	-3147
G12	11	-4696	-3696	-2858	-2947
H1	11	-2725	-2208	-1705	-1931
H2	11	-1358	-1317	-961	-1241
H3	11	-5225	-4043	-3066	-3108
H4	11	-4930	-3929	-3094	-3187
H5	11	4274	2849	2479	2098
H6	11	-3757	-3155	-2389	-2498
H7	11	-5120	-3961	-3009	-3024
H8	11	-4811	-3781	-2843	-2901
H9	11	-4302	-3493	-2634	-2749
H10	11	-4117	-3303	-2569	-2631
H11	11	-4743	-3776	-2926	-2729
H12	11	-2833	-2266	2141	799
A1	12	-4478	-3483	-1145	-1865
A2	12	-4748	-3632	-922	-1716
A3	12	-4369	-3436	-1200	-1628
A4	12	-5581	-4288	-3371	-3502
A5	12	-4716	-3718	-1193	-1848
A6	12	-4311	-3410	-716	-1378
A7	12	-3964	-3256	-827	-1318
A8	12	-3582	-3048	-2449	-2610
A9	12	-5405	-4144	-3135	-3148
A10	12	-5975	-4530	-3380	-3462
A11	12	-5228	-4044	-3162	-3280
A12	12	-5514	-4205	-3260	-3341
B1	12	-5417	-4123	-1419	-2173
B2	12	-6221	-4341	2143	91
B3	12	-5456	-4098	-1119	-1914
B4	12	-5277	-4014	-3018	-3031
B5	12	-5451	-4101	-692	-1616
B6	12	-4939	-3709	3082	752
B7	12	-4617	-3501	-513	-1363
B8	12	-5438	-4259	-3355	-3449
B9	12	-4560	-3671	-2791	-2852
B10	12	-3723	-3059	-2257	-2403
B11	12	-3423	-3019	-2484	-2773
B12	12	-4619	-3776	-2862	-2738
C1	12	-4574	-3540	-1171	-1855
C2	12	-5075	-3763	103	-1103
C3	12	-4343	-3336	-933	-1599
C4	12	-5463	-4260	-3386	-3501
C5	12	-4161	-3213	-774	-1267
C6	12	-5624	-4318	-1733	-2474
C7	12	-5421	-4062	-1335	-2013
C8	12	-4907	-3922	-3129	-3286
C9	12	-4933	-3848	-2897	-2946
C10	12	-5189	-4058	-3160	-3262
C11	12	-4751	-3714	-2908	-2946
C12	12	-4031	-3358	-2637	-2679
D1	12	-4988	-3888	-2955	-3125
D2	12	-4219	-3403	-2396	-2527
D3	12	-5137	-4067	-3130	-3266
D4	12	-4213	-3477	-2717	-2876
D5	12	-4861	-3868	-3118	-3170
D6	12	-5159	-4118	-3230	-3383
D7	12	-3958	-3151	-2235	-2316
D8	12	977	-237	-464	-1013
D9	12	-4599	-3655	-2828	-2911
D10	12	-4524	-3645	-2829	-2894
D11	12	-4636	-3653	-2824	-2889
D12	12	-3734	-3096	-2438	-2527
E1	12	-4644	-3582	-1087	-1796
E2	12	-5094	-3924	-1214	-2043
E3	12	-4491	-3480	-886	-1603
E4	12	-5065	-3975	-3044	-3195
E5	12	-2593	-2393	-18	-806
E6	12	-4364	-3357	-475	-1252
E7	12	-4833	-3721	-1142	-1808
E8	12	-4239	-3456	-2716	-2815
E9	12	-4308	-3421	-2509	-2583
E10	12	-2862	-2472	-1820	-1956
E11	12	-3509	-2968	-2445	-2623
E12	12	-4549	-3679	-2886	-2979
F1	12	-3079	-2276	1185	-18
F2	12	-5234	-3753	3504	976
F3	12	-4880	-3771	-275	-1303
F4	12	-1561	-1234	-553	853
F5	12	-5312	-4060	-1381	-2141
F6	12	-4778	-3545	1349	-177
F7	12	-5009	-3891	-989	-1825
F8	12	486	-101	93	-85
F9	12	-4155	-3376	-2624	-2673
F10	12	-2514	-2280	-1713	-1712
F11	12	-4330	-3443	-2641	-2707
F12	12	-1782	-1728	-1357	-1499
G1	12	-4076	-3251	-977	-1692
G2	12	-4362	-3384	-344	-1410
G3	12	-4338	-3399	-753	-1423
G4	12	-5476	-4249	-3314	-3403
G5	12	-4594	-3590	-1053	-1660
G6	12	-4334	-3318	224	-800
G7	12	-4591	-3560	-1003	-1693
G8	12	-4956	-3951	-3117	-3274
G9	12	-6006	-4568	-3496	-3567
G10	12	-4913	-3822	-2900	-3019
G11	12	-5236	-4035	-3118	-3144
G12	12	-4706	-3721	-2884	-2975
H1	12	-2703	-2206	-1656	-1902
H2	12	-1366	-1337	-947	-1247
H3	12	-5292	-4019	-3093	-3125
H4	12	-4952	-3920	-3058	-3220
H5	12	4323	2827	2431	2070
H6	12	-3796	-3151	-2409	-2484
H7	12	-5106	-3969	-2998	-3020
H8	12	-4771	-3758	-2911	-2906
H9	12	-4314	-3469	-2674	-2737
H10	12	-4145	-3360	-2552	-2608
H11	12	-4755	-3743	-2955	-2723
H12	12	-2856	-2273	2165	801
A1	13	-4474	-3479	-1125	-1859
A2	13	-4711	-3610	-907	-1681
A3	13	-4326	-3412	-1181	-1592
A4	13	-5546	-4297	-3353	-3472
A5	13	-4729	-3718	-1192	-1846
A6	13	-4363	-3419	-701	-1370
A7	13	-3952	-3213	-811	-1302
A8	13	-3580	-3064	-2441	-2602
A9	13	-5373	-4158	-3110	-3155
A10	13	-5942	-4518	-3381	-3405
A11	13	-5213	-4019	-3172	-3249
A12	13	-5460	-4200	-3246	-3310
B1	13	-5382	-4140	-1421	-2217
B2	13	-6204	-4378	2153	113
B3	13	-5470	-4063	-1131	-1867
B4	13	-5222	-3998	-2970	-3018
B5	13	-5426	-4157	-703	-1614
B6	13	-4913	-3725	3098	745
B7	13	-4639	-3496	-455	-1301
B8	13	-5401	-4267	-3335	-3429
B9	13	-4553	-3648	-2801	-2857
B10	13	-3672	-3001	-2303	-2383
B11	13	-3411	-3026	-2516	-2788
B12	13	-4617	-3752	-2838	-2746
C1	13	-4557	-3567	-1188	-1848
C2	13	-5096	-3787	112	-1087
C3	13	-4299	-3346	-884	-1570
C4	13	-5447	-4274	-3386	-3487
C5	13	-4137	-3200	-795	-1244
C6	13	-5662	-4317	-1709	-2462
C7	13	-5399	-4047	-1330	-1996
C8	13	-4848	-3928	-3128	-3269
C9	13	-4960	-3837	-2931	-2959
C10	13	-5189	-4031	-3128	-3257
C11	13	-4742	-3733	-2924	-2923
C12	13	-4020	-3332	-2647	-2625
D1	13	-4940	-3889	-2904	-3143
D2	13	-4237	-3384	-2408	-2515
D3	13	-5100	-4022	-3134	-3252
D4	13	-4231	-3456	-2765	-2886
D5	13	-4902	-3908	-3069	-3153
D6	13	-5184	-4118	-3197	-3356
D7	13	-3950	-3166	-2238	-2327
D8	13	987	-185	-423	-982
D9	13	-4612	-3660	-2811	-2920
D10	13	-4508	-3612	-2832	-2888
D11	13	-4641	-3649	-2819	-2904
D12	13	-3751	-3079	-2404	-2517
E1	13	-4667	-3569	-1088	-1806
E2	13	-5098	-3920	-1203	-2043
E3	13	-4501	-3471	-909	-1605
E4	13	-5047	-4010	-3074	-3194
E5	13	-2595	-2378	-14	-756
E6	13	-4334	-3334	-420	-1241
E7	13	-4815	-3721	-1121	-1815
E8	13	-4236	-3483	-2699	-2827
E9	13	-4325	-3395	-2526	-2540
E10	13	-2838	-2475	-1812	-1926
E11	13	-3504	-2992	-2416	-2631
E12	13	-4536	-3608	-2851	-2967
F1	13	-3042	-2314	1192	-26
F2	13	-5203	-3779	3476	927
F3	13	-4918	-3747	-306	-1338
F4	13	-1582	-1263	-555	844
F5	13	-5326	-4089	-1393	-2119
F6	13	-4791	-3543	1393	-151
F7	13	-5040	-3855	-973	-1817
F8	13	536	-150	83	-93
F9	13	-4192	-3407	-2626	-2686
F10	13	-2527	-2279	-1682	-1686
F11	13	-4311	-3456	-2684	-2668
F12	13	-1765	-1753	-1337	-1536
G1	13	-4138	-3272	-1001	-1661
G2	13	-4304	-3342	-286	-1404
G3	13	-4312	-3399	-731	-1349
G4	13	-5426	-4235	-3323	-3384
G5	13	-4642	-3529	-1060	-1629
G6	13	-4374	-3294	270	-783
G7	13	-4655	-3556	-1009	-1700
G8	13	-4954	-3945	-3133	-3281
G9	13	-5992	-4583	-3471	-3565
G10	13	-4900	-3790	-2899	-2947
G11	13	-5194	-4015	-3150	-3121
G12	13	-4673	-3711	-2885	-2941
H1	13	-2747	-2180	-1663	-1916
H2	13	-1357	-1304	-950	-1202
H3	13	-5260	-4066	-3113	-3155
H4	13	-4918	-3939	-3066	-3215
H5	13	4307	2839	2477	2091
H6	13	-3750	-3118	-2424	-2501
H7	13	-5104	-3963	-2963	-3011
H8	13	-4774	-3787	-2907	-2880
H9	13	-4287	-3465	-2646	-2715
H10	13	-4128	-3313	-2536	-2587
H11	13	-4736	-3745	-2915	-2704
H12	13	-2845	-2274	2130	737
A1	14	-4457	-3435	-1127	-1829
A2	14	-4756	-3606	-901	-1708
A3	14	-4347	-3388	-1182	-1611
A4	14	-5546	-4295	-3331	-3507
A5	14	-4713	-3643	-1164	-1852
A6	14	-4330	-3393	-714	-1426
A7	14	-3921	-3180	-809	-1243
A8	14	-3571	-3013	-2412	-2561
A9	14	-5380	-4139	-3109	-3108
A10	14	-5921	-4539	-3349	-3447
A11	14	-5205	-3998	-3152	-3266
A12	14	-5421	-4187	-3237	-3307
B1	14	-5368	-4118	-1393	-2171
B2	14	-6229	-4397	2185	114
B3	14	-5474	-4067	-1127	-1880
B4	14	-5244	-3985	-3003	-2984
B5	14	-5437	-4122	-629	-1635
B6	14	-4923	-3709	3146	771
B7	14	-4612	-3494	-433	-1307
B8	14	-5386	-4249	-3339	-3433
B9	14	-4602	-3646	-2752	-2850
B10	14	-3647	-3015	-2297	-2356
B11	14	-3414	-3019	-2491	-2778
B12	14	-4607	-3788	-2846	-2714
C1	14	-4590	-3545	-1210	-1847
C2	14	-5096	-3794	154	-1064
C3	14	-4345	-3345	-914	-1559
C4	14	-5432	-4270	-3366	-3464
C5	14	-4163	-3186	-706	-1230
C6	14	-5667	-4313	-1715	-2462
C7	14	-5415	-4065	-1328	-2055
C8	14	-4876	-3918	-3104	-3255
C9	14	-4959	-3836	-2887	-2963
C10	14	-5176	-4013	-3164	-3253
C11	14	-4713	-3734	-2918	-2921
C12	14	-4013	-3321	-2596	-2651
D1	14	-4943	-3905	-2884	-3098
D2	14	-4235	-3415	-2396	-2515
D3	14	-5106	-3989	-3179	-3217
D4	14	-4237	-3508	-2722	-2890
D5	14	-4843	-3857	-3043	-3162
D6	14	-5134	-4090	-3231	-3321
D7	14	-3940	-3132	-2195	-2305
D8	14	1027	-208	-450	-1018
D9	14	-4560	-3638	-2814	-2906
D10	14	-4528	-3645	-2805	-2894
D11	14	-4611	-3643	-2802	-2906
D12	14	-3701	-3071	-2415	-2487
E1	14	-4654	-3567	-1104	-1783
E2	14	-5100	-3952	-1236	-2058
E3	14	-4596	-3473	-904	-1613
E4	14	-5075	-3990	-3076	-3181
E5	14	-2568	-2362	7	-778
E6	14	-4352	-3352	-442	-1187
E7	14	-4863	-3711	-1151	-1816
E8	14	-4228	-3456	-2702	-2811
E9	14	-4310	-3416	-2538	-2551
E10	14	-2847	-2454	-1833	-1922
E11	14	-3480	-2984	-2379	-2600
E12	14	-4530	-3627	-2826	-2943
F1	14	-3032	-2253	1240	37
F2	14	-5209	-3749	3532	985
F3	14	-4872	-3750	-305	-1324
F4	14	-1575	-1243	-564	853
F5	14	-5317	-4074	-1376	-2066
F6	14	-4801	-3528	1396	-177
F7	14	-5064	-3838	-922	-1810
F8	14	503	-87	86	-101
F9	14	-4155	-3338	-2571	-2693
F10	14	-2489	-2240	-1638	-1684
F11	14	-4315	-3449	-2613	-2644
F12	14	-1721	-1692	-1342	-1451
G1	14	-4070	-3270	-974	-1689
G2	14	-4331	-3361	-265	-1391
G3	14	-4329	-3391	-713	-1340
G4	14	-5372	-4260	-3272	-3374
G5	14	-4578	-3533	-979	-1647
G6	14	-4370	-3347	289	-752
G7	14	-4626	-3538	-978	-1675
G8	14	-4920	-3961	-3122	-3245
G9	14	-6028	-4545	-3494	-3523
G10	14	-4909	-3785	-2886	-2989
G11	14	-5230	-4018	-3140	-3171
G12	14	-4685	-3655	-2893	-2940
H1	14	-2696	-2198	-1672	-1888
H2	14	-1357	-1332	-928	-1211
H3	14	-5252	-4058	-3090	-3144
H4	14	-4938	-3935	-3068	-3190
H5	14	4308	2860	2502	2127
H6	14	-3756	-3084	-2394	-2462
H7	14	-5091	-3944	-2966	-3026
H8	14	-4788	-3738	-2906	-2889
H9	14	-4318	-3464	-2650	-2729
H10	14	-4151	-3321	-2542	-2565
H11	14	-4763	-3784	-2927	-2701
H12	14	-2849	-2284	2170	754
A1	15	-4440	-3468	-1135	-1826
A2	15	-4741	-3642	-913	-1685
A3	15	-4315	-3393	-1137	-1612
A4	15	-5582	-4298	-3363	-3497
A5	15	-4727	-3683	-1180	-1835
A6	15	-4331	-3375	-713	-1353
A7	15	-3937	-3211	-785	-1255
A8	15	-3589	-2984	-2403	-2547
A9	15	-5413	-4164	-3127	-3103
A10	15	-5888	-4489	-3376	-3399
A11	15	-5183	-4056	-3180	-3256
A12	15	-5479	-4196	-3192	-3292
B1	15	-5375	-4112	-1381	-2165
B2	15	-6229	-4389	2181	110
B3	15	-5456	-4072	-1121	-1853
B4	15	-5222	-3969	-2991	-3007
B5	15	-5439	-4129	-633	-1583
B6	15	-4953	-3752	3127	731
B7	15	-4624	-3478	-459	-1309
B8	15	-5406	-4274	-3310	-3413
B9	15	-4558	-3651	-2789	-2826
