Well	Cycle	BLUE	GREEN	YELLOW	RED
C10	22	-5149	-3971	-3111	-3205
C11	22	-4667	-3674	-2885	-2879
C12	22	-3955	-3304	-2617	-2595
D1	22	-4904	-3856	-2896	-3076
D2	22	-4194	-3344	-2359	-2473
D3	22	-5059	-3953	-3088	-3209
D4	22	-4177	-3460	-2684	-2829
D5	22	-4780	-3814	-3000	-3132
D6	22	-5160	-4045	-3173	-3297
D7	22	-3903	-3089	-2194	-2257
D8	22	1028	-134	-393	-1000
D9	22	-4535	-3621	-2763	-2874
D10	22	-4487	-3549	-2782	-2855
D11	22	-4559	-3571	-2812	-2876
D12	22	-3708	-3005	-2363	-2475
E1	22	-4595	-3539	-1040	-1754
E2	22	-5051	-3872	-1134	-1956
E3	22	-4497	-3409	-857	-1581
E4	22	-5009	-3943	-3060	-3154
E5	22	-2558	-2322	8	-720
E6	22	-4316	-3301	-390	-1160
E7	22	-4823	-3700	-1106	-1754
E8	22	-4137	-3432	-2677	-2776
E9	22	-4253	-3323	-2520	-2465
E10	22	-2820	-2384	-1801	-1857
E11	22	-3415	-2944	-2380	-2555
E12	22	-4509	-3581	-2812	-2917
F1	22	-2953	-2160	1353	121
F2	22	-5195	-3689	3635	1079
F3	22	-4922	-3744	-303	-1258
F4	22	-1468	-1177	-520	913
F5	22	-5352	-4023	-1345	-2054
F6	22	-4787	-3516	1455	-104
F7	22	-5013	-3820	-895	-1778
F8	22	514	-63	115	-38
F9	22	-4113	-3317	-2587	-2649
F10	22	-2412	-2187	-1640	-1621
F11	22	-4243	-3387	-2609	-2610
F12	22	-1712	-1639	-1293	-1456
G1	22	-4091	-3253	-944	-1619
G2	22	-4311	-3297	-242	-1327
G3	22	-4303	-3346	-692	-1328
G4	22	-5334	-4126	-3254	-3321
G5	22	-4595	-3495	-980	-1619
G6	22	-4390	-3283	349	-701
G7	22	-4673	-3534	-981	-1676
G8	22	-4885	-3881	-3123	-3236
G9	22	-5985	-4503	-3460	-3502
G10	22	-4859	-3781	-2842	-2901
G11	22	-5158	-4014	-3095	-3104
G12	22	-4629	-3630	-2864	-2885
H1	22	-2710	-2114	-1594	-1847
H2	22	-1315	-1285	-874	-1168
H3	22	-5233	-4011	-3055	-3106
H4	22	-4867	-3879	-3041	-3132
H5	22	4345	2908	2481	2167
H6	22	-3745	-3086	-2352	-2446
H7	22	-5059	-3882	-2929	-2962
H8	22	-4709	-3723	-2859	-2872
H9	22	-4265	-3367	-2646	-2687
H10	22	-4088	-3289	-2488	-2557
H11	22	-4786	-3717	-2900	-2667
H12	22	-2880	-2266	2266	840
A1	23	-4443	-3403	-1124	-1813
A2	23	-4806	-3611	-886	-1650
A3	23	-4324	-3347	-1112	-1511
A4	23	-5542	-4216	-3292	-3474
A5	23	-4678	-3625	-1138	-1768
A6	23	-4318	-3370	-685	-1376
A7	23	-3905	-3165	-755	-1237
A8	23	-3550	-3029	-2358	-2522
A9	23	-5364	-4080	-3113	-3082
A10	23	-5873	-4476	-3343	-3374
A11	23	-5151	-3950	-3151	-3215
A12	23	-5471	-4164	-3195	-3281
B1	23	-5362	-4068	-1325	-2124
B2	23	-6183	-4309	2269	188
B3	23	-5439	-4033	-1103	-1796
B4	23	-5200	-3984	-2947	-2929
B5	23	-5436	-4060	-571	-1502
B6	23	-4936	-3694	3223	841
B7	23	-4635	-3468	-424	-1274
B8	23	-5381	-4224	-3295	-3386
B9	23	-4529	-3614	-2730	-2792
B10	23	-3634	-2955	-2267	-2363
B11	23	-3303	-2934	-2437	-2721
B12	23	-4540	-3685	-2798	-2719
C1	23	-4593	-3539	-1169	-1829
C2	23	-5052	-3720	205	-1022
C3	23	-4337	-3321	-866	-1507
C4	23	-5401	-4235	-3372	-3445
C5	23	-4172	-3185	-750	-1236
C6	23	-5627	-4264	-1676	-2450
C7	23	-5391	-4017	-1239	-1972
C8	23	-4770	-3863	-3104	-3219
C9	23	-4889	-3733	-2845	-2879
C10	23	-5151	-3991	-3133	-3175
C11	23	-4704	-3682	-2872	-2880
C12	23	-3962	-3253	-2598	-2623
D1	23	-4892	-3842	-2891	-3065
D2	23	-4192	-3339	-2353	-2477
D3	23	-5073	-3987	-3090	-3174
D4	23	-4212	-3418	-2698	-2807
D5	23	-4799	-3846	-3036	-3136
D6	23	-5093	-4047	-3198	-3288
D7	23	-3886	-3087	-2198	-2250
D8	23	1025	-119	-410	-985
D9	23	-4523	-3583	-2764	-2846
D10	23	-4462	-3544	-2779	-2825
D11	23	-4534	-3569	-2788	-2817
D12	23	-3682	-3003	-2397	-2464
E1	23	-4659	-3541	-1072	-1777
E2	23	-5122	-3891	-1148	-1947
E3	23	-4517	-3379	-848	-1575
E4	23	-5023	-3927	-3042	-3136
E5	23	-2562	-2282	24	-716
E6	23	-4366	-3333	-391	-1176
E7	23	-4857	-3672	-1070	-1770
E8	23	-4137	-3435	-2697	-2766
E9	23	-4274	-3347	-2475	-2519
E10	23	-2787	-2358	-1793	-1897
E11	23	-3414	-2951	-2386	-2554
E12	23	-4550	-3572	-2786	-2899
F1	23	-2966	-2144	1377	160
F2	23	-5224	-3707	3671	1090
F3	23	-4895	-3739	-246	-1275
F4	23	-1464	-1129	-481	911
F5	23	-5332	-4044	-1342	-2035
F6	23	-4800	-3537	1452	-148
F7	23	-5002	-3818	-926	-1765
F8	23	511	-76	117	-46
F9	23	-4151	-3288	-2574	-2649
F10	23	-2411	-2156	-1597	-1658
F11	23	-4224	-3413	-2617	-2622
F12	23	-1728	-1650	-1290	-1446
G1	23	-4071	-3273	-926	-1652
G2	23	-4327	-3316	-224	-1341
G3	23	-4291	-3318	-686	-1335
G4	23	-5407	-4180	-3237	-3317
G5	23	-4636	-3483	-974	-1589
G6	23	-4381	-3300	357	-654
G7	23	-4660	-3561	-968	-1647
G8	23	-4898	-3897	-3124	-3237
G9	23	-5951	-4534	-3446	-3461
G10	23	-4850	-3769	-2856	-2910
G11	23	-5186	-3948	-3103	-3113
G12	23	-4647	-3614	-2863	-2871
H1	23	-2647	-2141	-1616	-1844
H2	23	-1280	-1224	-896	-1189
H3	23	-5193	-3981	-3032	-3074
H4	23	-4885	-3869	-3048	-3141
H5	23	4373	2937	2500	2158
H6	23	-3737	-3065	-2370	-2453
H7	23	-5076	-3883	-2945	-2961
H8	23	-4748	-3722	-2834	-2814
H9	23	-4255	-3405	-2611	-2680
H10	23	-4068	-3258	-2508	-2501
H11	23	-4693	-3724	-2884	-2667
H12	23	-2863	-2260	2240	853
A1	24	-4431	-3389	-1073	-1804
A2	24	-4763	-3605	-895	-1671
A3	24	-4325	-3333	-1125	-1552
A4	24	-5507	-4229	-3315	-3424
A5	24	-4725	-3665	-1122	-1792
A6	24	-4363	-3358	-700	-1329
A7	24	-3925	-3148	-761	-1239
A8	24	-3549	-2989	-2377	-2548
A9	24	-5329	-4080	-3065	-3073
A10	24	-5869	-4489	-3306	-3383
A11	24	-5170	-4012	-3129	-3236
A12	24	-5425	-4124	-3207	-3216
B1	24	-5371	-4072	-1345	-2137
B2	24	-6171	-4331	2295	211
B3	24	-5416	-4016	-1088	-1823
B4	24	-5199	-3902	-2932	-2927
B5	24	-5410	-4107	-569	-1520
B6	24	-4939	-3677	3214	811
B7	24	-4605	-3437	-382	-1273
B8	24	-5335	-4209	-3293	-3387
B9	24	-4507	-3634	-2699	-2788
B10	24	-3639	-2956	-2227	-2332
B11	24	-3305	-2938	-2434	-2697
B12	24	-4586	-3700	-2829	-2709
C1	24	-4580	-3529	-1189	-1852
C2	24	-5133	-3746	234	-992
C3	24	-4357	-3344	-873	-1549
C4	24	-5403	-4182	-3333	-3429
C5	24	-4157	-3151	-733	-1198
C6	24	-5630	-4281	-1675	-2394
C7	24	-5358	-4006	-1277	-1977
C8	24	-4797	-3851	-3065	-3197
C9	24	-4860	-3729	-2860	-2858
C10	24	-5129	-3989	-3064	-3170
C11	24	-4697	-3622	-2892	-2874
C12	24	-3966	-3276	-2596	-2630
D1	24	-4934	-3878	-2885	-3075
D2	24	-4171	-3351	-2348	-2474
D3	24	-5032	-3921	-3088	-3157
D4	24	-4227	-3446	-2681	-2806
D5	24	-4832	-3822	-3027	-3118
D6	24	-5095	-4035	-3157	-3274
D7	24	-3887	-3067	-2176	-2243
D8	24	1022	-107	-441	-949
D9	24	-4538	-3534	-2776	-2833
D10	24	-4462	-3528	-2731	-2804
D11	24	-4574	-3593	-2799	-2814
D12	24	-3689	-3053	-2386	-2474
E1	24	-4632	-3574	-1055	-1776
E2	24	-5099	-3870	-1098	-2023
E3	24	-4474	-3419	-830	-1553
E4	24	-5022	-3945	-3023	-3114
E5	24	-2578	-2325	25	-736
E6	24	-4311	-3253	-360	-1143
E7	24	-4769	-3650	-1113	-1772
E8	24	-4168	-3393	-2668	-2740
E9	24	-4265	-3289	-2476	-2497
E10	24	-2734	-2363	-1763	-1835
E11	24	-3439	-2915	-2381	-2576
E12	24	-4485	-3546	-2815	-2866
F1	24	-2967	-2169	1372	157
F2	24	-5259	-3710	3650	1076
F3	24	-4890	-3739	-239	-1238
F4	24	-1490	-1141	-490	943
F5	24	-5350	-4047	-1339	-2043
F6	24	-4750	-3515	1443	-118
F7	24	-5030	-3841	-902	-1754
F8	24	562	-81	102	-23
F9	24	-4139	-3318	-2554	-2602
F10	24	-2390	-2154	-1619	-1636
F11	24	-4242	-3397	-2610	-2640
F12	24	-1689	-1635	-1275	-1437
G1	24	-4127	-3214	-916	-1641
G2	24	-4356	-3311	-252	-1367
G3	24	-4357	-3356	-755	-1352
G4	24	-5343	-4180	-3255	-3341
G5	24	-4592	-3483	-973	-1583
G6	24	-4377	-3296	358	-702
G7	24	-4682	-3545	-988	-1652
G8	24	-4893	-3839	-3101	-3224
G9	24	-5943	-4490	-3457	-3488
G10	24	-4903	-3769	-2865	-2916
G11	24	-5163	-3944	-3060	-3082
G12	24	-4599	-3603	-2865	-2859
H1	24	-2665	-2156	-1635	-1881
H2	24	-1302	-1228	-893	-1175
H3	24	-5193	-3971	-3080	-3104
H4	24	-4850	-3840	-3017	-3129
H5	24	4389	2982	2532	2199
H6	24	-3730	-3071	-2333	-2462
H7	24	-5028	-3905	-2950	-2959
H8	24	-4727	-3717	-2852	-2837
H9	24	-4249	-3365	-2591	-2663
H10	24	-4071	-3238	-2531	-2504
H11	24	-4681	-3701	-2893	-2628
H12	24	-2893	-2259	2277	811
A1	25	-4457	-3467	-1095	-1810
A2	25	-4695	-3593	-855	-1617
A3	25	-4310	-3379	-1125	-1546
A4	25	-5530	-4205	-3297	-3453
A5	25	-4687	-3675	-1146	-1821
A6	25	-4293	-3359	-680	-1314
A7	25	-3911	-3155	-777	-1213
A8	25	-3545	-2984	-2362	-2542
A9	25	-5369	-4056	-3094	-3081
A10	25	-5899	-4473	-3334	-3376
A11	25	-5172	-4017	-3144	-3202
A12	25	-5448	-4146	-3202	-3293
B1	25	-5346	-4047	-1352	-2086
B2	25	-6179	-4339	2284	195
B3	25	-5481	-4029	-1059	-1791
B4	25	-5216	-3936	-2964	-2925
B5	25	-5392	-4051	-532	-1511
B6	25	-4894	-3649	3211	875
B7	25	-4617	-3426	-384	-1249
B8	25	-5357	-4204	-3290	-3364
B9	25	-4537	-3616	-2751	-2749
B10	25	-3627	-2973	-2255	-2343
B11	25	-3313	-2946	-2474	-2703
B12	25	-4525	-3722	-2795	-2689
C1	25	-4600	-3515	-1178	-1815
C2	25	-5082	-3737	245	-974
C3	25	-4362	-3336	-883	-1533
C4	25	-5385	-4197	-3326	-3428
C5	25	-4198	-3156	-728	-1210
C6	25	-5661	-4318	-1664	-2413
C7	25	-5381	-4002	-1271	-1977
C8	25	-4808	-3849	-3084	-3208
C9	25	-4848	-3753	-2856	-2890
C10	25	-5124	-3983	-3140	-3192
C11	25	-4663	-3673	-2890	-2864
C12	25	-3957	-3278	-2576	-2604
D1	25	-4918	-3837	-2868	-3053
D2	25	-4161	-3334	-2322	-2494
D3	25	-5073	-3955	-3099	-3191
D4	25	-4153	-3404	-2647	-2818
D5	25	-4783	-3855	-3017	-3166
D6	25	-5097	-4061	-3216	-3305
D7	25	-3869	-3106	-2219	-2249
D8	25	1052	-158	-429	-997
D9	25	-4522	-3613	-2791	-2848
D10	25	-4439	-3524	-2742	-2868
D11	25	-4602	-3546	-2797	-2840
D12	25	-3676	-3009	-2398	-2449
E1	25	-4630	-3548	-1081	-1753
E2	25	-5102	-3883	-1147	-1995
E3	25	-4528	-3421	-861	-1532
E4	25	-4972	-3887	-3047	-3104
E5	25	-2576	-2308	-16	-735
E6	25	-4374	-3287	-410	-1158
E7	25	-4809	-3669	-1068	-1763
E8	25	-4183	-3387	-2677	-2730
E9	25	-4236	-3331	-2488	-2498
E10	25	-2765	-2373	-1756	-1874
E11	25	-3424	-2943	-2375	-2537
E12	25	-4487	-3578	-2810	-2893
F1	25	-2935	-2172	1363	171
F2	25	-5202	-3668	3702	1090
F3	25	-4894	-3754	-251	-1253
F4	25	-1456	-1171	-472	913
F5	25	-5322	-4016	-1338	-2034
F6	25	-4798	-3514	1417	-76
F7	25	-5035	-3832	-923	-1773
F8	25	532	-74	78	-36
F9	25	-4124	-3319	-2592	-2627
F10	25	-2416	-2168	-1631	-1606
F11	25	-4256	-3369	-2604	-2619
F12	25	-1724	-1620	-1291	-1444
G1	25	-4068	-3233	-930	-1601
G2	25	-4359	-3293	-211	-1306
G3	25	-4337	-3339	-676	-1350
G4	25	-5329	-4154	-3227	-3299
G5	25	-4610	-3514	-938	-1591
G6	25	-4385	-3323	401	-677
G7	25	-4653	-3521	-927	-1669
G8	25	-4902	-3883	-3085	-3203
G9	25	-5927	-4493	-3447	-3474
G10	25	-4886	-3778	-2862	-2949
G11	25	-5184	-3983	-3073	-3073
G12	25	-4632	-3644	-2824	-2933
H1	25	-2653	-2126	-1620	-1851
H2	25	-1281	-1269	-865	-1140
H3	25	-5199	-3974	-3089	-3089
H4	25	-4874	-3886	-3012	-3157
H5	25	4412	2927	2551	2184
H6	25	-3714	-3079	-2342	-2423
H7	25	-5063	-3865	-2913	-2959
H8	25	-4727	-3721	-2853	-2886
H9	25	-4255	-3393	-2615	-2728
H10	25	-4082	-3297	-2503	-2560
H11	25	-4698	-3677	-2905	-2656
H12	25	-2898	-2247	2243	830
A1	26	-4455	-3428	-1108	-1814
A2	26	-4730	-3579	-889	-1648
A3	26	-4297	-3345	-1103	-1553
A4	26	-5559	-4198	-3304	-3432
A5	26	-4685	-3635	-1093	-1776
A6	26	-4325	-3337	-691	-1318
A7	26	-3904	-3149	-753	-1238
A8	26	-3516	-2975	-2389	-2522
A9	26	-5314	-4055	-3088	-3079
A10	26	-5879	-4458	-3355	-3368
A11	26	-5149	-3975	-3134	-3223
A12	26	-5438	-4146	-3202	-3262
B1	26	-5403	-4081	-1366	-2101
B2	26	-6177	-4294	2346	236
B3	26	-5442	-4010	-1048	-1792
B4	26	-5183	-3923	-2958	-2951
B5	26	-5421	-4106	-549	-1517
B6	26	-4920	-3644	3255	864
B7	26	-4605	-3493	-366	-1267
B8	26	-5382	-4167	-3308	-3371
B9	26	-4483	-3604	-2739	-2787
B10	26	-3625	-2965	-2259	-2347
B11	26	-3295	-2922	-2452	-2707
B12	26	-4556	-3710	-2772	-2696
C1	26	-4615	-3552	-1162	-1813
C2	26	-5062	-3716	208	-976
C3	26	-4344	-3327	-860	-1534
C4	26	-5357	-4150	-3331	-3435
C5	26	-4148	-3174	-734	-1219
C6	26	-5626	-4302	-1655	-2429
C7	26	-5394	-4036	-1273	-1952
C8	26	-4819	-3837	-3030	-3205
C9	26	-4874	-3739	-2891	-2849
C10	26	-5118	-3973	-3087	-3192
C11	26	-4678	-3663	-2848	-2874
C12	26	-3917	-3221	-2571	-2581
D1	26	-4908	-3890	-2883	-3071
D2	26	-4151	-3352	-2328	-2459
D3	26	-5023	-3915	-3069	-3200
D4	26	-4136	-3426	-2677	-2837
D5	26	-4803	-3804	-3018	-3114
D6	26	-5122	-4045	-3176	-3257
D7	26	-3840	-3121	-2188	-2251
D8	26	1053	-158	-426	-1002
D9	26	-4524	-3553	-2787	-2861
D10	26	-4475	-3546	-2756	-2865
D11	26	-4554	-3594	-2799	-2823
D12	26	-3671	-2971	-2342	-2460
E1	26	-4634	-3563	-1066	-1760
E2	26	-5094	-3876	-1125	-1958
E3	26	-4485	-3431	-859	-1587
E4	26	-4991	-3898	-3012	-3123
E5	26	-2593	-2293	29	-745
E6	26	-4330	-3290	-381	-1152
E7	26	-4809	-3700	-1109	-1768
E8	26	-4146	-3403	-2679	-2770
E9	26	-4270	-3311	-2531	-2475
E10	26	-2769	-2399	-1765	-1860
E11	26	-3469	-2926	-2356	-2546
E12	26	-4459	-3520	-2795	-2858
F1	26	-2966	-2154	1390	173
F2	26	-5174	-3724	3634	1089
F3	26	-4910	-3776	-280	-1314
F4	26	-1428	-1103	-481	985
F5	26	-5289	-4004	-1325	-2033
F6	26	-4797	-3500	1436	-125
F7	26	-4991	-3821	-899	-1768
F8	26	552	-42	127	-30
F9	26	-4105	-3266	-2580	-2626
F10	26	-2436	-2165	-1615	-1616
F11	26	-4278	-3385	-2575	-2605
F12	26	-1712	-1628	-1263	-1457
G1	26	-4115	-3223	-922	-1598
G2	26	-4318	-3327	-248	-1373
G3	26	-4301	-3334	-673	-1333
G4	26	-5348	-4158	-3249	-3332
G5	26	-4601	-3517	-940	-1569
G6	26	-4366	-3297	392	-689
G7	26	-4653	-3527	-963	-1639
G8	26	-4881	-3871	-3068	-3210
G9	26	-5940	-4493	-3421	-3464
G10	26	-4860	-3701	-2832	-2942
G11	26	-5173	-3952	-3078	-3068
G12	26	-4604	-3622	-2847	-2868
H1	26	-2659	-2105	-1604	-1843
H2	26	-1296	-1213	-866	-1153
H3	26	-5182	-3945	-3036	-3087
H4	26	-4858	-3827	-3049	-3130
H5	26	4428	2935	2539	2193
H6	26	-3753	-3053	-2367	-2482
H7	26	-5047	-3868	-2902	-2971
H8	26	-4707	-3697	-2904	-2827
H9	26	-4258	-3352	-2628	-2680
H10	26	-4071	-3240	-2478	-2529
H11	26	-4675	-3705	-2863	-2651
H12	26	-2875	-2234	2314	863
A1	27	-4443	-3416	-1120	-1801
A2	27	-4765	-3583	-839	-1635
A3	27	-4318	-3324	-1104	-1512
A4	27	-5487	-4231	-3320	-3440
A5	27	-4744	-3644	-1127	-1790
A6	27	-4339	-3362	-696	-1303
A7	27	-3883	-3165	-752	-1244
A8	27	-3544	-2985	-2398	-2511
A9	27	-5334	-4114	-3073	-3088
A10	27	-5905	-4498	-3345	-3398
A11	27	-5167	-3967	-3151	-3216
A12	27	-5415	-4133	-3227	-3236
B1	27	-5324	-4039	-1320	-2102
B2	27	-6171	-4299	2323	202
B3	27	-5447	-4015	-1075	-1825
B4	27	-5151	-3896	-2943	-2979
B5	27	-5405	-4071	-575	-1499
B6	27	-4867	-3673	3251	842
B7	27	-4603	-3449	-405	-1273
B8	27	-5379	-4171	-3291	-3402
B9	27	-4513	-3592	-2748	-2816
B10	27	-3601	-2937	-2232	-2315
B11	27	-3317	-2943	-2436	-2720
B12	27	-4566	-3660	-2817	-2718
C1	27	-4566	-3526	-1160	-1811
C2	27	-5087	-3697	231	-963
C3	27	-4371	-3348	-857	-1503
C4	27	-5388	-4205	-3331	-3410
C5	27	-4188	-3171	-681	-1230
C6	27	-5670	-4258	-1687	-2410
C7	27	-5388	-4026	-1280	-1983
C8	27	-4824	-3870	-3108	-3223
C9	27	-4900	-3771	-2848	-2857
C10	27	-5113	-3955	-3109	-3219
C11	27	-4734	-3664	-2914	-2870
C12	27	-3909	-3263	-2565	-2594
D1	27	-4920	-3846	-2882	-3087
D2	27	-4147	-3324	-2343	-2461
D3	27	-5025	-3915	-3100	-3184
D4	27	-4158	-3411	-2665	-2798
D5	27	-4786	-3845	-3051	-3117
D6	27	-5097	-4021	-3203	-3289
D7	27	-3874	-3012	-2148	-2239
D8	27	1037	-107	-392	-981
D9	27	-4536	-3583	-2790	-2902
D10	27	-4455	-3512	-2767	-2839
D11	27	-4572	-3612	-2776	-2824
D12	27	-3613	-3017	-2344	-2407
E1	27	-4596	-3547	-1027	-1733
E2	27	-5076	-3882	-1164	-1956
E3	27	-4512	-3420	-851	-1509
E4	27	-4992	-3947	-3019	-3135
E5	27	-2623	-2315	9	-752
E6	27	-4373	-3275	-392	-1130
E7	27	-4783	-3665	-1064	-1770
E8	27	-4164	-3421	-2675	-2771
E9	27	-4240	-3340	-2500	-2514
E10	27	-2748	-2311	-1737	-1854
E11	27	-3442	-2921	-2329	-2559
E12	27	-4504	-3546	-2827	-2893
F1	27	-2921	-2116	1374	178
F2	27	-5179	-3685	3689	1145
F3	27	-4938	-3742	-216	-1275
F4	27	-1421	-1133	-501	933
F5	27	-5331	-3976	-1310	-2017
F6	27	-4785	-3493	1437	-141
F7	27	-5033	-3819	-905	-1761
F8	27	539	-67	115	-74
F9	27	-4108	-3322	-2589	-2645
F10	27	-2402	-2184	-1613	-1626
F11	27	-4255	-3345	-2583	-2598
F12	27	-1669	-1601	-1249	-1439
G1	27	-4080	-3212	-931	-1629
G2	27	-4333	-3305	-256	-1313
G3	27	-4357	-3390	-717	-1380
G4	27	-5326	-4183	-3223	-3326
G5	27	-4603	-3494	-967	-1615
G6	27	-4387	-3260	389	-615
G7	27	-4684	-3547	-996	-1666
G8	27	-4904	-3903	-3058	-3220
G9	27	-5945	-4477	-3434	-3449
G10	27	-4880	-3724	-2840	-2922
G11	27	-5191	-3974	-3049	-3093
G12	27	-4658	-3598	-2845	-2896
H1	27	-2674	-2134	-1605	-1830
H2	27	-1297	-1220	-875	-1146
H3	27	-5196	-3914	-3035	-3062
H4	27	-4851	-3868	-3009	-3136
H5	27	4394	2955	2510	2184
H6	27	-3727	-3016	-2369	-2417
H7	27	-5040	-3853	-2923	-2965
H8	27	-4723	-3721	-2857	-2831
H9	27	-4263	-3379	-2614	-2720
H10	27	-4095	-3248	-2476	-2536
H11	27	-4664	-3679	-2894	-2665
H12	27	-2901	-2245	2260	844
A1	28	-4405	-3426	-1112	-1823
A2	28	-4745	-3567	-871	-1648
A3	28	-4309	-3368	-1127	-1534
A4	28	-5512	-4184	-3299	-3446
A5	28	-4708	-3611	-1141	-1799
A6	28	-4320	-3345	-640	-1335
A7	28	-3904	-3169	-706	-1231
A8	28	-3535	-2969	-2356	-2530
A9	28	-5350	-4093	-3098	-3112
A10	28	-5867	-4462	-3329	-3414
A11	28	-5167	-3998	-3132	-3229
A12	28	-5412	-4127	-3213	-3252
B1	28	-5347	-4065	-1324	-2106
B2	28	-6164	-4301	2327	184
B3	28	-5422	-4026	-1063	-1815
B4	28	-5175	-3927	-2945	-2933
B5	28	-5417	-4045	-562	-1520
B6	28	-4903	-3646	3231	856
B7	28	-4564	-3425	-399	-1222
B8	28	-5330	-4183	-3320	-3367
B9	28	-4501	-3566	-2708	-2756
B10	28	-3586	-2920	-2233	-2337
B11	28	-3300	-2907	-2426	-2699
B12	28	-4555	-3712	-2815	-2669
C1	28	-4553	-3514	-1141	-1806
C2	28	-5077	-3734	247	-978
C3	28	-4344	-3340	-846	-1503
C4	28	-5359	-4224	-3314	-3394
C5	28	-4156	-3170	-686	-1211
C6	28	-5670	-4264	-1678	-2408
C7	28	-5412	-4022	-1276	-2009
C8	28	-4821	-3820	-3070	-3180
C9	28	-4863	-3747	-2860	-2830
C10	28	-5154	-3950	-3132	-3179
C11	28	-4722	-3686	-2868	-2865
C12	28	-3956	-3232	-2595	-2579
D1	28	-4892	-3817	-2885	-3019
D2	28	-4182	-3296	-2302	-2463
D3	28	-5054	-3958	-3108	-3172
D4	28	-4161	-3418	-2660	-2790
D5	28	-4767	-3787	-3022	-3131
D6	28	-5095	-4020	-3199	-3308
D7	28	-3899	-3107	-2179	-2210
D8	28	1060	-177	-435	-999
D9	28	-4545	-3587	-2772	-2862
D10	28	-4454	-3544	-2749	-2838
D11	28	-4582	-3587	-2786	-2832
D12	28	-3675	-3007	-2366	-2441
E1	28	-4573	-3554	-1046	-1708
E2	28	-5067	-3902	-1138	-1969
E3	28	-4515	-3406	-856	-1563
E4	28	-4927	-3901	-3035	-3099
E5	28	-2580	-2271	17	-725
E6	28	-4345	-3280	-380	-1170
E7	28	-4797	-3658	-1083	-1770
E8	28	-4185	-3397	-2670	-2787
E9	28	-4270	-3329	-2445	-2465
E10	28	-2795	-2392	-1762	-1890
E11	28	-3455	-2919	-2342	-2548
E12	28	-4480	-3547	-2778	-2888
F1	28	-2880	-2157	1441	207
F2	28	-5228	-3706	3661	1078
F3	28	-4912	-3742	-255	-1278
F4	28	-1459	-1130	-510	954
F5	28	-5298	-4011	-1287	-2033
F6	28	-4774	-3485	1426	-91
F7	28	-5022	-3833	-954	-1791
F8	28	520	-83	82	-24
F9	28	-4124	-3293	-2544	-2622
F10	28	-2422	-2172	-1604	-1625
F11	28	-4259	-3372	-2597	-2606
F12	28	-1692	-1616	-1260	-1412
G1	28	-4108	-3248	-904	-1590
G2	28	-4390	-3299	-246	-1337
G3	28	-4309	-3304	-681	-1333
G4	28	-5347	-4143	-3249	-3311
G5	28	-4618	-3489	-969	-1597
G6	28	-4361	-3257	431	-679
G7	28	-4649	-3509	-962	-1653
G8	28	-4871	-3876	-3074	-3209
G9	28	-5933	-4459	-3433	-3488
G10	28	-4872	-3763	-2850	-2924
G11	28	-5186	-3931	-3076	-3087
G12	28	-4619	-3614	-2833	-2862
H1	28	-2664	-2126	-1611	-1827
H2	28	-1280	-1246	-909	-1175
H3	28	-5211	-3946	-3000	-3062
H4	28	-4871	-3843	-3034	-3118
H5	28	4332	2899	2525	2157
H6	28	-3735	-3063	-2373	-2444
H7	28	-5011	-3864	-2921	-2956
H8	28	-4728	-3717	-2864	-2857
H9	28	-4257	-3386	-2618	-2666
H10	28	-4081	-3250	-2491	-2501
H11	28	-4662	-3701	-2848	-2626
H12	28	-2899	-2254	2318	842
A1	29	-4443	-3460	-1113	-1784
A2	29	-4777	-3603	-861	-1628
A3	29	-4310	-3310	-1078	-1547
A4	29	-5467	-4206	-3286	-3392
A5	29	-4713	-3640	-1109	-1777
A6	29	-4356	-3339	-642	-1295
A7	29	-3884	-3163	-727	-1214
A8	29	-3523	-2978	-2375	-2521
A9	29	-5336	-4042	-3064	-3093
A10	29	-5899	-4471	-3329	-3379
A11	29	-5155	-3962	-3097	-3155
A12	29	-5419	-4101	-3197	-3242
B1	29	-5371	-4052	-1342	-2066
B2	29	-6195	-4308	2339	235
B3	29	-5447	-4036	-1079	-1835
B4	29	-5183	-3917	-2939	-2949
B5	29	-5376	-4077	-520	-1504
B6	29	-4910	-3664	3273	854
B7	29	-4594	-3433	-368	-1228
B8	29	-5354	-4176	-3289	-3365
B9	29	-4495	-3573	-2713	-2782
B10	29	-3586	-2949	-2213	-2314
B11	29	-3284	-2931	-2433	-2679
B12	29	-4524	-3700	-2785	-2670
C1	29	-4581	-3522	-1118	-1805
C2	29	-5116	-3733	248	-970
C3	29	-4348	-3321	-860	-1534
C4	29	-5363	-4181	-3348	-3388
C5	29	-4146	-3185	-698	-1172
C6	29	-5662	-4255	-1679	-2414
C7	29	-5426	-4015	-1296	-1977
C8	29	-4806	-3854	-3103	-3172
C9	29	-4870	-3726	-2840	-2842
C10	29	-5111	-3983	-3103	-3163
C11	29	-4650	-3646	-2843	-2838
C12	29	-3958	-3228	-2552	-2577
D1	29	-4856	-3778	-2848	-3042
D2	29	-4201	-3325	-2334	-2448
D3	29	-5041	-3902	-3095	-3149
D4	29	-4130	-3379	-2636	-2773
D5	29	-4740	-3783	-2994	-3103
D6	29	-5074	-4019	-3222	-3267
D7	29	-3866	-3058	-2168	-2221
D8	29	1041	-155	-436	-971
D9	29	-4527	-3559	-2781	-2828
D10	29	-4459	-3523	-2741	-2833
